LOCATION CODE,COUNTY,AREA NAME,REGION,SCHOOL YEARS,NO. OVERWEIGHT,PCT OVERWEIGHT,NO. OBESE,PCT OBESE,NO. OVERWEIGHT OR OBESE,PCT OVERWEIGHT OR OBESE,GRADE LEVEL,AREA TYPE,STREET ADDRESS,CITY,STATE,ZIP CODE,LATITUDE,LONGITUDE,Location 1
470801,OTSEGO,LAURENS CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2016-2018,,,6,16.7,6,16.7,MIDDLE/HIGH,SCHOOL DISTRICT,55 MAIN ST,LAURENS,NY,13796,,,"(42.5311, -75.0889)"
470901,OTSEGO,SCHENEVUS CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2010-2012,18,17.1,15,14.3,33,31.4,DISTRICT TOTAL,SCHOOL DISTRICT,159 MAIN ST,SCHENEVUS,NY,12155,,,"(42.5496, -74.8184)"
470901,OTSEGO,SCHENEVUS CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2010-2012,8,13.3,8,13.3,16,26.7,ELEMENTARY,SCHOOL DISTRICT,159 MAIN ST,SCHENEVUS,NY,12155,,,"(42.5496, -74.8184)"
470901,OTSEGO,SCHENEVUS CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2010-2012,,,5,15.2,5,15.2,MIDDLE/HIGH,SCHOOL DISTRICT,159 MAIN ST,SCHENEVUS,NY,12155,,,"(42.5496, -74.8184)"
470901,OTSEGO,SCHENEVUS CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2012-2014,14,13.1,17,15.9,31,29,DISTRICT TOTAL,SCHOOL DISTRICT,159 MAIN ST,SCHENEVUS,NY,12155,,,"(42.5496, -74.8184)"
470901,OTSEGO,SCHENEVUS CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2012-2014,16,18.8,9,10.6,25,29.4,ELEMENTARY,SCHOOL DISTRICT,159 MAIN ST,SCHENEVUS,NY,12155,,,"(42.5496, -74.8184)"
470901,OTSEGO,SCHENEVUS CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2012-2014,5,22.7,,,5,22.7,MIDDLE/HIGH,SCHOOL DISTRICT,159 MAIN ST,SCHENEVUS,NY,12155,,,"(42.5496, -74.8184)"
470901,OTSEGO,SCHENEVUS CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2014-2016,19,17.2,18,16.3,37,33.6,DISTRICT TOTAL,SCHOOL DISTRICT,159 MAIN ST,SCHENEVUS,NY,12155,,,"(42.5496, -74.8184)"
470901,OTSEGO,SCHENEVUS CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2014-2016,11,18.3,5,8.3,16,26.6,ELEMENTARY,SCHOOL DISTRICT,159 MAIN ST,SCHENEVUS,NY,12155,,,"(42.5496, -74.8184)"
470901,OTSEGO,SCHENEVUS CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2014-2016,8,19.5,11,26.8,19,46.3,MIDDLE/HIGH,SCHOOL DISTRICT,159 MAIN ST,SCHENEVUS,NY,12155,,,"(42.5496, -74.8184)"
470901,OTSEGO,SCHENEVUS CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2016-2018,22,21.2,19,18.3,41,39.4,DISTRICT TOTAL,SCHOOL DISTRICT,159 MAIN ST,SCHENEVUS,NY,12155,,,"(42.5496, -74.8184)"
470901,OTSEGO,SCHENEVUS CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2016-2018,13,21.7,7,11.7,20,33.3,ELEMENTARY,SCHOOL DISTRICT,159 MAIN ST,SCHENEVUS,NY,12155,,,"(42.5496, -74.8184)"
470901,OTSEGO,SCHENEVUS CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2016-2018,5,18.5,,,5,18.5,MIDDLE/HIGH,SCHOOL DISTRICT,159 MAIN ST,SCHENEVUS,NY,12155,,,"(42.5496, -74.8184)"
471101,OTSEGO,MILFORD CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2010-2012,,,,,,,DISTRICT TOTAL,SCHOOL DISTRICT,42 W MAIN ST,MILFORD,NY,13807,,,"(42.5911, -74.9509)"
471101,OTSEGO,MILFORD CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2010-2012,,,,,,,ELEMENTARY,SCHOOL DISTRICT,42 W MAIN ST,MILFORD,NY,13807,,,"(42.5911, -74.9509)"
471101,OTSEGO,MILFORD CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2010-2012,,,,,,,MIDDLE/HIGH,SCHOOL DISTRICT,42 W MAIN ST,MILFORD,NY,13807,,,"(42.5911, -74.9509)"
471101,OTSEGO,MILFORD CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2012-2014,22,14.6,23,15.2,45,29.8,DISTRICT TOTAL,SCHOOL DISTRICT,42 W MAIN ST,MILFORD,NY,13807,,,"(42.5911, -74.9509)"
471101,OTSEGO,MILFORD CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2012-2014,14,15.4,7,7.7,21,23.1,ELEMENTARY,SCHOOL DISTRICT,42 W MAIN ST,MILFORD,NY,13807,,,"(42.5911, -74.9509)"
471101,OTSEGO,MILFORD CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2012-2014,,,11,23.4,11,23.4,MIDDLE/HIGH,SCHOOL DISTRICT,42 W MAIN ST,MILFORD,NY,13807,,,"(42.5911, -74.9509)"
471101,OTSEGO,MILFORD CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2014-2016,23,18.5,20,16.1,43,34.6,DISTRICT TOTAL,SCHOOL DISTRICT,42 W MAIN ST,MILFORD,NY,13807,,,"(42.5911, -74.9509)"
471101,OTSEGO,MILFORD CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2014-2016,9,14.2,5,7.9,14,22.2,ELEMENTARY,SCHOOL DISTRICT,42 W MAIN ST,MILFORD,NY,13807,,,"(42.5911, -74.9509)"
471101,OTSEGO,MILFORD CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2014-2016,10,20.8,10,20.8,20,41.6,MIDDLE/HIGH,SCHOOL DISTRICT,42 W MAIN ST,MILFORD,NY,13807,,,"(42.5911, -74.9509)"
471101,OTSEGO,MILFORD CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2016-2018,20,15.5,28,21.7,48,37.2,DISTRICT TOTAL,SCHOOL DISTRICT,42 W MAIN ST,MILFORD,NY,13807,,,"(42.5911, -74.9509)"
471101,OTSEGO,MILFORD CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2016-2018,,,6,10.2,6,10.2,ELEMENTARY,SCHOOL DISTRICT,42 W MAIN ST,MILFORD,NY,13807,,,"(42.5911, -74.9509)"
471101,OTSEGO,MILFORD CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2016-2018,12,24,18,36,30,60,MIDDLE/HIGH,SCHOOL DISTRICT,42 W MAIN ST,MILFORD,NY,13807,,,"(42.5911, -74.9509)"
471201,OTSEGO,MORRIS CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2010-2012,17,15.5,15,13.6,32,29.1,DISTRICT TOTAL,SCHOOL DISTRICT,65 MAIN ST,MORRIS,NY,13808,,,"(42.5507, -75.2373)"
471201,OTSEGO,MORRIS CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2010-2012,6,10.9,,,6,10.9,ELEMENTARY,SCHOOL DISTRICT,65 MAIN ST,MORRIS,NY,13808,,,"(42.5507, -75.2373)"
471201,OTSEGO,MORRIS CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2010-2012,5,16.7,,,5,16.7,MIDDLE/HIGH,SCHOOL DISTRICT,65 MAIN ST,MORRIS,NY,13808,,,"(42.5507, -75.2373)"
471201,OTSEGO,MORRIS CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2012-2014,17,12.4,9,6.6,26,19,DISTRICT TOTAL,SCHOOL DISTRICT,65 MAIN ST,MORRIS,NY,13808,,,"(42.5507, -75.2373)"
471201,OTSEGO,MORRIS CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2012-2014,5,6.2,,,5,6.2,ELEMENTARY,SCHOOL DISTRICT,65 MAIN ST,MORRIS,NY,13808,,,"(42.5507, -75.2373)"
471201,OTSEGO,MORRIS CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2012-2014,7,15.6,5,11.1,12,26.7,MIDDLE/HIGH,SCHOOL DISTRICT,65 MAIN ST,MORRIS,NY,13808,,,"(42.5507, -75.2373)"
471201,OTSEGO,MORRIS CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2014-2016,19,23.1,,,19,23.1,DISTRICT TOTAL,SCHOOL DISTRICT,65 MAIN ST,MORRIS,NY,13808,,,"(42.5507, -75.2373)"
471201,OTSEGO,MORRIS CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2014-2016,10,16.6,,,10,16.6,ELEMENTARY,SCHOOL DISTRICT,65 MAIN ST,MORRIS,NY,13808,,,"(42.5507, -75.2373)"
471201,OTSEGO,MORRIS CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2014-2016,9,30,8,26.6,17,56.6,MIDDLE/HIGH,SCHOOL DISTRICT,65 MAIN ST,MORRIS,NY,13808,,,"(42.5507, -75.2373)"
471201,OTSEGO,MORRIS CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2016-2018,26,22,26,22,52,44.1,DISTRICT TOTAL,SCHOOL DISTRICT,65 MAIN ST,MORRIS,NY,13808,,,"(42.5507, -75.2373)"
471201,OTSEGO,MORRIS CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2016-2018,15,29.4,10,19.6,25,49,ELEMENTARY,SCHOOL DISTRICT,65 MAIN ST,MORRIS,NY,13808,,,"(42.5507, -75.2373)"
471201,OTSEGO,MORRIS CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2016-2018,11,28.9,8,21.1,19,50,MIDDLE/HIGH,SCHOOL DISTRICT,65 MAIN ST,MORRIS,NY,13808,,,"(42.5507, -75.2373)"
471400,OTSEGO,ONEONTA CITY SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2010-2012,132,18.8,116,16.5,248,35.3,DISTRICT TOTAL,SCHOOL DISTRICT,189 MAIN ST,ONEONTA,NY,13820,,,"(42.4539, -75.0626)"
471400,OTSEGO,ONEONTA CITY SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2010-2012,78,17.8,69,15.7,147,33.5,ELEMENTARY,SCHOOL DISTRICT,189 MAIN ST,ONEONTA,NY,13820,,,"(42.4539, -75.0626)"
471400,OTSEGO,ONEONTA CITY SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2010-2012,54,20.8,47,18.1,101,38.8,MIDDLE/HIGH,SCHOOL DISTRICT,189 MAIN ST,ONEONTA,NY,13820,,,"(42.4539, -75.0626)"
471400,OTSEGO,ONEONTA CITY SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2012-2014,81,14.5,76,13.6,157,28.1,DISTRICT TOTAL,SCHOOL DISTRICT,31 CENTER ST,ONEONTA,NY,13820,,,"(42.4591, -75.06464)"
471400,OTSEGO,ONEONTA CITY SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2012-2014,51,14.2,46,12.8,97,27,ELEMENTARY,SCHOOL DISTRICT,31 CENTER ST,ONEONTA,NY,13820,,,"(42.4591, -75.06464)"
471400,OTSEGO,ONEONTA CITY SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2012-2014,30,15.2,30,15.2,60,30.3,MIDDLE/HIGH,SCHOOL DISTRICT,31 CENTER ST,ONEONTA,NY,13820,,,"(42.4591, -75.06464)"
471400,OTSEGO,ONEONTA CITY SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2014-2016,93,16.1,109,18.9,202,35,DISTRICT TOTAL,SCHOOL DISTRICT,31 CENTER ST,ONEONTA,NY,13820,,,"(42.4591, -75.06464)"
471400,OTSEGO,ONEONTA CITY SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2014-2016,63,17.2,63,17.2,126,34.5,ELEMENTARY,SCHOOL DISTRICT,31 CENTER ST,ONEONTA,NY,13820,,,"(42.4591, -75.06464)"
471400,OTSEGO,ONEONTA CITY SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2014-2016,30,14.2,46,21.8,76,36,MIDDLE/HIGH,SCHOOL DISTRICT,31 CENTER ST,ONEONTA,NY,13820,,,"(42.4591, -75.06464)"
471400,OTSEGO,ONEONTA CITY SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2016-2018,90,16.3,93,16.8,183,33.2,DISTRICT TOTAL,SCHOOL DISTRICT,189 MAIN ST,ONEONTA,NY,13820,,,"(42.4539, -75.0626)"
471400,OTSEGO,ONEONTA CITY SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2016-2018,50,15.4,53,16.3,103,31.7,ELEMENTARY,SCHOOL DISTRICT,189 MAIN ST,ONEONTA,NY,13820,,,"(42.4539, -75.0626)"
471400,OTSEGO,ONEONTA CITY SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2016-2018,40,18,40,18,80,36,MIDDLE/HIGH,SCHOOL DISTRICT,189 MAIN ST,ONEONTA,NY,13820,,,"(42.4539, -75.0626)"
471601,OTSEGO,OTEGO-UNADILLA CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2010-2012,57,18.8,66,21.7,123,40.5,DISTRICT TOTAL,SCHOOL DISTRICT,2641 STATE HWY 7,OTEGO,NY,13825,,,"(42.3705, -75.2243)"
471601,OTSEGO,OTEGO-UNADILLA CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2010-2012,38,19.7,44,22.8,82,42.5,ELEMENTARY,SCHOOL DISTRICT,2641 STATE HWY 7,OTEGO,NY,13825,,,"(42.3705, -75.2243)"
471601,OTSEGO,OTEGO-UNADILLA CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2010-2012,19,17.1,22,19.8,41,36.9,MIDDLE/HIGH,SCHOOL DISTRICT,2641 STATE HWY 7,OTEGO,NY,13825,,,"(42.3705, -75.2243)"
471601,OTSEGO,OTEGO-UNADILLA CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2012-2014,53,16.8,50,15.9,103,32.7,DISTRICT TOTAL,SCHOOL DISTRICT,2641 STATE HWY 7,OTEGO,NY,13825,,,"(42.3705, -75.2243)"
471601,OTSEGO,OTEGO-UNADILLA CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2012-2014,35,18.4,26,13.7,61,32.1,ELEMENTARY,SCHOOL DISTRICT,2641 STATE HWY 7,OTEGO,NY,13825,,,"(42.3705, -75.2243)"
471601,OTSEGO,OTEGO-UNADILLA CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2012-2014,26,20.3,24,18.8,50,39.1,MIDDLE/HIGH,SCHOOL DISTRICT,2641 STATE HWY 7,OTEGO,NY,13825,,,"(42.3705, -75.2243)"
471601,OTSEGO,OTEGO-UNADILLA CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2014-2016,56,20,51,18.2,107,38.3,DISTRICT TOTAL,SCHOOL DISTRICT,2641 STATE HWY 7,OTEGO,NY,13825,,,"(42.3705, -75.2243)"
471601,OTSEGO,OTEGO-UNADILLA CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2014-2016,29,17,29,17,58,34.1,ELEMENTARY,SCHOOL DISTRICT,2641 STATE HWY 7,OTEGO,NY,13825,,,"(42.3705, -75.2243)"
471601,OTSEGO,OTEGO-UNADILLA CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2014-2016,27,24.7,22,20.1,49,44.9,MIDDLE/HIGH,SCHOOL DISTRICT,2641 STATE HWY 7,OTEGO,NY,13825,,,"(42.3705, -75.2243)"
471601,OTSEGO,OTEGO-UNADILLA CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2016-2018,42,15.2,55,19.9,97,35,DISTRICT TOTAL,SCHOOL DISTRICT,2641 STATE HWY 7,OTEGO,NY,13825,,,"(42.3705, -75.2243)"
471601,OTSEGO,OTEGO-UNADILLA CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2016-2018,20,11.9,30,17.9,50,29.8,ELEMENTARY,SCHOOL DISTRICT,2641 STATE HWY 7,OTEGO,NY,13825,,,"(42.3705, -75.2243)"
471601,OTSEGO,OTEGO-UNADILLA CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2016-2018,22,20.2,25,22.9,47,43.1,MIDDLE/HIGH,SCHOOL DISTRICT,2641 STATE HWY 7,OTEGO,NY,13825,,,"(42.3705, -75.2243)"
471701,OTSEGO,COOPERSTOWN CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2010-2012,51,16.2,46,14.6,97,30.9,DISTRICT TOTAL,SCHOOL DISTRICT,39 LINDEN AVE,COOPERSTOWN,NY,13326,,,"(42.6904, -74.9347)"
471701,OTSEGO,COOPERSTOWN CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2010-2012,25,15.8,16,10.1,41,25.9,ELEMENTARY,SCHOOL DISTRICT,39 LINDEN AVE,COOPERSTOWN,NY,13326,,,"(42.6904, -74.9347)"
471701,OTSEGO,COOPERSTOWN CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2010-2012,26,16.7,30,19.2,56,35.9,MIDDLE/HIGH,SCHOOL DISTRICT,39 LINDEN AVE,COOPERSTOWN,NY,13326,,,"(42.6904, -74.9347)"
471701,OTSEGO,COOPERSTOWN CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2012-2014,50,15.3,43,13.2,93,28.5,DISTRICT TOTAL,SCHOOL DISTRICT,39 LINDEN AVE,COOPERSTOWN,NY,13326,,,"(42.6904, -74.9347)"
471701,OTSEGO,COOPERSTOWN CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2012-2014,25,13.8,24,13.3,49,27.1,ELEMENTARY,SCHOOL DISTRICT,39 LINDEN AVE,COOPERSTOWN,NY,13326,,,"(42.6904, -74.9347)"
471701,OTSEGO,COOPERSTOWN CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2012-2014,25,17.2,19,13.1,44,30.3,MIDDLE/HIGH,SCHOOL DISTRICT,39 LINDEN AVE,COOPERSTOWN,NY,13326,,,"(42.6904, -74.9347)"
471701,OTSEGO,COOPERSTOWN CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2014-2016,38,12.7,36,12,74,24.7,DISTRICT TOTAL,SCHOOL DISTRICT,39 LINDEN AVE,COOPERSTOWN,NY,13326,,,"(42.6904, -74.9347)"
471701,OTSEGO,COOPERSTOWN CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2014-2016,,,23,38.9,23,38.9,ELEMENTARY,SCHOOL DISTRICT,39 LINDEN AVE,COOPERSTOWN,NY,13326,,,"(42.6904, -74.9347)"
471701,OTSEGO,COOPERSTOWN CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2014-2016,16,11.7,29,21.3,45,33,MIDDLE/HIGH,SCHOOL DISTRICT,39 LINDEN AVE,COOPERSTOWN,NY,13326,,,"(42.6904, -74.9347)"
471701,OTSEGO,COOPERSTOWN CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2016-2018,57,16.4,36,10.3,93,26.7,DISTRICT TOTAL,SCHOOL DISTRICT,39 LINDEN AVE,COOPERSTOWN,NY,13326,,,"(42.6904, -74.9347)"
471701,OTSEGO,COOPERSTOWN CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2016-2018,31,15.7,10,5.1,41,20.8,ELEMENTARY,SCHOOL DISTRICT,39 LINDEN AVE,COOPERSTOWN,NY,13326,,,"(42.6904, -74.9347)"
471701,OTSEGO,COOPERSTOWN CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2016-2018,26,17.7,22,15,48,32.7,MIDDLE/HIGH,SCHOOL DISTRICT,39 LINDEN AVE,COOPERSTOWN,NY,13326,,,"(42.6904, -74.9347)"
472001,OTSEGO,RICHFIELD SPRINGS CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2010-2012,24,16.9,31,21.8,55,38.7,DISTRICT TOTAL,SCHOOL DISTRICT,93 MAIN ST,RICHFIELD SPRINGS,NY,13439,,,"(42.8516, -74.9902)"
472001,OTSEGO,RICHFIELD SPRINGS CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2010-2012,8,10.8,19,25.7,27,36.5,ELEMENTARY,SCHOOL DISTRICT,93 MAIN ST,RICHFIELD SPRINGS,NY,13439,,,"(42.8516, -74.9902)"
472001,OTSEGO,RICHFIELD SPRINGS CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2010-2012,12,19.7,9,14.8,21,34.4,MIDDLE/HIGH,SCHOOL DISTRICT,93 MAIN ST,RICHFIELD SPRINGS,NY,13439,,,"(42.8516, -74.9902)"
472001,OTSEGO,RICHFIELD SPRINGS CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2012-2014,32,24.6,16,12.3,48,36.9,DISTRICT TOTAL,SCHOOL DISTRICT,93 MAIN ST,RICHFIELD SPRINGS,NY,13439,,,"(42.8516, -74.9902)"
472001,OTSEGO,RICHFIELD SPRINGS CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2012-2014,26,30.2,10,11.6,36,41.9,ELEMENTARY,SCHOOL DISTRICT,93 MAIN ST,RICHFIELD SPRINGS,NY,13439,,,"(42.8516, -74.9902)"
472001,OTSEGO,RICHFIELD SPRINGS CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2012-2014,5,13.5,,,5,13.5,MIDDLE/HIGH,SCHOOL DISTRICT,93 MAIN ST,RICHFIELD SPRINGS,NY,13439,,,"(42.8516, -74.9902)"
472001,OTSEGO,RICHFIELD SPRINGS CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2014-2016,34,23.1,25,17,59,40.1,DISTRICT TOTAL,SCHOOL DISTRICT,93 MAIN ST,RICHFIELD SPRINGS,NY,13439,,,"(42.8516, -74.9902)"
472001,OTSEGO,RICHFIELD SPRINGS CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2014-2016,20,20.4,18,18.3,38,38.7,ELEMENTARY,SCHOOL DISTRICT,93 MAIN ST,RICHFIELD SPRINGS,NY,13439,,,"(42.8516, -74.9902)"
472001,OTSEGO,RICHFIELD SPRINGS CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2014-2016,14,29.7,5,10.6,19,40.4,MIDDLE/HIGH,SCHOOL DISTRICT,93 MAIN ST,RICHFIELD SPRINGS,NY,13439,,,"(42.8516, -74.9902)"
472001,OTSEGO,RICHFIELD SPRINGS CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2016-2018,25,18.9,22,16.7,47,35.6,DISTRICT TOTAL,SCHOOL DISTRICT,93 MAIN ST,RICHFIELD SPRINGS,NY,13439,,,"(42.8516, -74.9902)"
472001,OTSEGO,RICHFIELD SPRINGS CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2016-2018,17,21,9,11.1,26,32.1,ELEMENTARY,SCHOOL DISTRICT,93 MAIN ST,RICHFIELD SPRINGS,NY,13439,,,"(42.8516, -74.9902)"
472001,OTSEGO,RICHFIELD SPRINGS CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2016-2018,6,15.4,5,12.8,11,28.2,MIDDLE/HIGH,SCHOOL DISTRICT,93 MAIN ST,RICHFIELD SPRINGS,NY,13439,,,"(42.8516, -74.9902)"
472202,OTSEGO,CHERRY VALLEY-SPRINGFIELD CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2010-2012,35,19.1,25,13.7,60,32.8,DISTRICT TOTAL,SCHOOL DISTRICT,597 COUNTY HWY 54,CHERRY VALLEY,NY,13320,,,"(42.8144, -74.7703)"
472202,OTSEGO,CHERRY VALLEY-SPRINGFIELD CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2010-2012,21,16.8,21,16.8,42,33.6,ELEMENTARY,SCHOOL DISTRICT,597 COUNTY HWY 54,CHERRY VALLEY,NY,13320,,,"(42.8144, -74.7703)"
472202,OTSEGO,CHERRY VALLEY-SPRINGFIELD CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2010-2012,14,22.2,10,15.9,24,38.1,MIDDLE/HIGH,SCHOOL DISTRICT,597 COUNTY HWY 54,CHERRY VALLEY,NY,13320,,,"(42.8144, -74.7703)"
472202,OTSEGO,CHERRY VALLEY-SPRINGFIELD CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2012-2014,40,23.3,30,17.4,70,40.7,DISTRICT TOTAL,SCHOOL DISTRICT,597 COUNTY HWY 54,CHERRY VALLEY,NY,13320,,,"(42.8144, -74.7703)"
472202,OTSEGO,CHERRY VALLEY-SPRINGFIELD CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2012-2014,24,22.6,17,16,41,38.7,ELEMENTARY,SCHOOL DISTRICT,597 COUNTY HWY 54,CHERRY VALLEY,NY,13320,,,"(42.8144, -74.7703)"
472202,OTSEGO,CHERRY VALLEY-SPRINGFIELD CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2012-2014,16,26.2,13,21.3,29,47.5,MIDDLE/HIGH,SCHOOL DISTRICT,597 COUNTY HWY 54,CHERRY VALLEY,NY,13320,,,"(42.8144, -74.7703)"
472202,OTSEGO,CHERRY VALLEY-SPRINGFIELD CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2014-2016,37,20.2,32,17.4,69,37.7,DISTRICT TOTAL,SCHOOL DISTRICT,597 COUNTY HWY 54,CHERRY VALLEY,NY,13320,,,"(42.8144, -74.7703)"
472202,OTSEGO,CHERRY VALLEY-SPRINGFIELD CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2014-2016,20,17.3,16,13.9,36,31.3,ELEMENTARY,SCHOOL DISTRICT,597 COUNTY HWY 54,CHERRY VALLEY,NY,13320,,,"(42.8144, -74.7703)"
472202,OTSEGO,CHERRY VALLEY-SPRINGFIELD CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2014-2016,17,26.1,16,24.6,33,50.7,MIDDLE/HIGH,SCHOOL DISTRICT,597 COUNTY HWY 54,CHERRY VALLEY,NY,13320,,,"(42.8144, -74.7703)"
472202,OTSEGO,CHERRY VALLEY-SPRINGFIELD CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2016-2018,31,19.5,19,11.9,50,31.4,DISTRICT TOTAL,SCHOOL DISTRICT,597 COUNTY HWY 54,CHERRY VALLEY,NY,13320,,,"(42.8144, -74.7703)"
472202,OTSEGO,CHERRY VALLEY-SPRINGFIELD CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2016-2018,18,18.4,15,15.3,33,33.7,ELEMENTARY,SCHOOL DISTRICT,597 COUNTY HWY 54,CHERRY VALLEY,NY,13320,,,"(42.8144, -74.7703)"
